stockSum,cashSum,totalSum,Date,Growth
3091864.0,108136.0,3200000.0,2021-01-04,1.0
3012608.6,8136.0,3020744.6,2021-01-05,0.9439826875
3076650.9,8136.0,3084786.9,2021-01-06,0.96399590625
3155793.2,8136.0,3163929.2,2021-01-07,0.988727875
